#,id,order_id,product_id,amount
1254,1254,227,3555,1
1255,1255,227,1090,8
1256,1256,227,1420,7
1257,1257,227,715,3
1258,1258,227,3112,3
1259,1259,227,1797,7
1260,1260,227,612,3
1261,1261,227,1361,1
1262,1262,227,1956,3
1263,1263,228,1268,2
1264,1264,228,2144,4
1265,1265,228,355,6
1266,1266,228,2707,3
1267,1267,228,413,10
1268,1268,228,733,2
1269,1269,228,1833,10
1270,1270,228,959,4
1271,1271,229,3917,4
1272,1272,229,2593,10
1273,1273,229,3747,4
1274,1274,229,2929,2
1275,1275,230,3349,4
1276,1276,230,2116,2
1277,1277,230,214,8
1278,1278,230,371,4
1279,1279,230,2666,4
1280,1280,231,1662,8
1281,1281,231,2775,5
1282,1282,231,681,4
1283,1283,231,696,5
1284,1284,231,2456,7
1285,1285,231,499,6
1286,1286,231,1405,4
1287,1287,231,1957,4
1288,1288,231,2721,5
1289,1289,232,1611,9
1290,1290,232,3622,9
1291,1291,232,872,7
1292,1292,232,1388,3
1293,1293,232,295,6
1294,1294,233,1895,6
1295,1295,233,1726,10
1296,1296,234,2210,6
1297,1297,234,3137,7
1298,1298,234,1850,4
1299,1299,235,1106,6
1300,1300,235,3995,4
1301,1301,235,253,4
1302,1302,236,2443,1
1303,1303,236,1465,5
1304,1304,236,2526,1
1305,1305,236,1880,8
1306,1306,236,775,10
1307,1307,236,1314,2
1308,1308,237,3207,8
1309,1309,237,3527,4
1310,1310,237,1173,4
1311,1311,237,1596,4
1312,1312,237,1116,1
1313,1313,237,913,2
1314,1314,237,1718,4
1315,1315,237,457,7
1316,1316,237,2501,1
1317,1317,237,866,9
1318,1318,238,2593,9
1319,1319,238,2869,5
1320,1320,238,2103,2
1321,1321,239,3139,8
1322,1322,239,3201,5
1323,1323,239,396,5
1324,1324,239,1840,3
1325,1325,240,2340,3
1326,1326,240,569,2
1327,1327,240,3297,8
1328,1328,240,1284,4
1329,1329,240,1370,10
1330,1330,240,1688,6
1331,1331,240,2513,6
1332,1332,240,1049,1
1333,1333,240,2238,3
1334,1334,240,795,6
1335,1335,241,3365,3
1336,1336,241,1244,4
1337,1337,241,1327,3
1338,1338,241,2117,10
1339,1339,241,3254,10
1340,1340,242,3248,3
1341,1341,242,1322,8
1342,1342,242,435,9
1343,1343,242,3588,6
1344,1344,243,3218,1
1345,1345,243,2667,5
1346,1346,243,569,7
1347,1347,243,39,3
1348,1348,243,1155,2
1349,1349,243,1594,10
1350,1350,243,1682,1
1351,1351,243,2890,7
1352,1352,243,3353,4
1353,1353,244,2982,2
1354,1354,244,728,7
1355,1355,244,1336,2
1356,1356,244,1166,5
1357,1357,245,1162,6
1358,1358,245,1621,5
1359,1359,245,481,6
1360,1360,246,3139,3
1361,1361,246,51,2
1362,1362,246,1137,10
1363,1363,247,3389,3
1364,1364,247,78,8
1365,1365,247,1255,2
1366,1366,247,2725,6
1367,1367,247,1514,7
1368,1368,247,1631,5
1369,1369,247,252,1
1370,1370,247,2974,9
1371,1371,247,1681,7
1372,1372,248,1275,8
1373,1373,248,2649,7
1374,1374,248,101,2
1375,1375,248,3876,7
1376,1376,248,2436,8
1377,1377,249,2041,1
1378,1378,249,3825,9
1379,1379,249,2841,3
1380,1380,249,3910,7
1381,1381,249,170,5
1382,1382,249,793,4
1383,1383,250,3507,9
1384,1384,250,3677,3
1385,1385,250,2788,4
1386,1386,250,1725,7
1387,1387,250,2170,7
1388,1388,250,1948,8
1389,1389,250,2447,4
1390,1390,250,3604,4
1391,1391,251,3715,4
1392,1392,251,3594,9
1393,1393,251,681,6
1394,1394,251,2500,1
1395,1395,251,804,2
1396,1396,251,2688,10
1397,1397,251,947,5
1398,1398,251,1346,7
1399,1399,252,3101,6
1400,1400,252,3265,6
1401,1401,253,153,2
1402,1402,253,2897,7
1403,1403,253,1118,10
1404,1404,253,440,2
1405,1405,253,3516,8
1406,1406,254,209,4
1407,1407,254,830,6
1408,1408,255,2904,1
1409,1409,256,1657,1
1410,1410,256,1281,10
1411,1411,256,791,6
1412,1412,256,3535,2
1413,1413,256,3002,8
1414,1414,256,625,5
1415,1415,257,2761,2
1416,1416,257,2977,5
1417,1417,257,1910,5
1418,1418,257,1681,9
1419,1419,257,2806,1
1420,1420,257,2214,10
1421,1421,257,1951,5
1422,1422,258,535,6
1423,1423,258,3721,7
1424,1424,258,1131,3
1425,1425,258,2004,2
1426,1426,258,700,6
1427,1427,258,2063,2
1428,1428,258,1485,2
1429,1429,258,2579,8
1430,1430,258,853,1
1431,1431,259,2021,4
1432,1432,259,1191,1
1433,1433,259,2291,10
1434,1434,260,2732,4
1435,1435,260,2746,5
1436,1436,260,1576,5
1437,1437,260,313,2
1438,1438,261,2529,6
1439,1439,261,640,5
1440,1440,261,190,8
1441,1441,261,791,5
1442,1442,261,2093,3
1443,1443,262,708,7
1444,1444,262,1724,3
1445,1445,262,1128,5
1446,1446,262,3694,3
1447,1447,262,274,7
1448,1448,262,481,10
1449,1449,262,1766,7
1450,1450,262,1506,7
1451,1451,262,1085,3
1452,1452,263,2670,9
1453,1453,263,3703,4
1454,1454,263,2408,3
1455,1455,264,21,7
1456,1456,264,853,6
1457,1457,264,331,2
1458,1458,264,2473,3
1459,1459,264,1131,9
1460,1460,264,512,3
1461,1461,264,1233,4
1462,1462,264,2623,9
1463,1463,264,2056,3
1464,1464,265,701,6
1465,1465,265,3080,6
1466,1466,266,1726,3
1467,1467,266,2508,5
1468,1468,266,619,1
1469,1469,266,2129,9
1470,1470,266,3216,7
1471,1471,267,654,5
1472,1472,267,2164,3
1473,1473,267,2019,5
1474,1474,267,3213,10
1475,1475,268,3815,7
1476,1476,268,2981,4
1477,1477,269,4000,8
1478,1478,269,3635,9
1479,1479,269,1456,8
1480,1480,270,2728,3
1481,1481,270,866,7
1482,1482,270,3595,8
1483,1483,270,1679,4
1484,1484,271,2796,7
1485,1485,272,1445,8
1486,1486,272,454,1
1487,1487,272,1475,8
1488,1488,272,1125,8
1489,1489,272,2926,6
1490,1490,272,94,3
1491,1491,272,2007,10
1492,1492,272,644,6
1493,1493,272,570,10
1494,1494,272,2927,7
1495,1495,273,3236,3
1496,1496,273,1841,2
1497,1497,273,2808,3
1498,1498,273,1237,3
1499,1499,273,1942,7
1500,1500,273,3574,6
1501,1501,273,297,2
1502,1502,273,678,6
1503,1503,274,1392,10
1504,1504,274,970,3
1505,1505,274,799,9
1506,1506,274,500,10
1507,1507,274,2384,1
1508,1508,274,3918,4
1509,1509,274,888,5
1510,1510,274,1725,6
1511,1511,274,2499,5
1512,1512,275,2290,8
1513,1513,275,2177,10
1514,1514,275,1438,10
1515,1515,275,3586,3
1516,1516,275,3276,8
1517,1517,275,3074,1
1518,1518,276,356,8
1519,1519,276,1518,2
1520,1520,276,799,5
1521,1521,276,2965,8
1522,1522,276,519,7
1523,1523,276,1559,7
1524,1524,276,537,3
1525,1525,276,2587,5
1526,1526,276,2676,5
1527,1527,277,1478,4
1528,1528,277,575,4
1529,1529,277,3455,4
1530,1530,277,3713,8
1531,1531,277,3492,7
1532,1532,278,1338,10
1533,1533,278,784,8
1534,1534,279,3204,5
1535,1535,279,2624,1
1536,1536,279,3962,7
1537,1537,279,3023,9
1538,1538,279,1151,5
1539,1539,279,2831,10
1540,1540,279,712,5
1541,1541,279,358,1
1542,1542,279,167,6
1543,1543,280,2165,1
1544,1544,280,726,5
1545,1545,280,2211,10
1546,1546,281,2079,4
1547,1547,281,3935,2
1548,1548,281,1011,10
1549,1549,281,2086,9
1550,1550,281,2233,9
1551,1551,281,1914,8
1552,1552,281,3864,4
1553,1553,282,1191,4
1554,1554,282,3659,4
1555,1555,283,3827,9
1556,1556,283,3845,9
1557,1557,283,2706,1
1558,1558,283,635,1
1559,1559,283,3712,3
1560,1560,283,3317,6
1561,1561,283,778,3
1562,1562,283,3129,6
1563,1563,284,2900,5
1564,1564,285,714,1
1565,1565,285,1387,7
1566,1566,285,3258,1
1567,1567,285,2632,8
1568,1568,285,1774,5
1569,1569,285,1823,6
1570,1570,285,2846,2
1571,1571,285,3899,4
1572,1572,285,353,5
1573,1573,286,2809,1
1574,1574,286,3487,10
1575,1575,287,527,2
1576,1576,287,3591,10
1577,1577,287,2711,5
1578,1578,287,1944,8
1579,1579,288,3097,6
1580,1580,288,509,2
1581,1581,288,238,2
1582,1582,288,266,7
1583,1583,288,3275,6
1584,1584,288,3949,9
1585,1585,288,3108,10
1586,1586,289,3861,2
1587,1587,289,1020,7
1588,1588,289,2592,6
1589,1589,289,3057,7
1590,1590,289,3747,1
1591,1591,289,497,10
1592,1592,289,3573,1
1593,1593,289,1606,3
1594,1594,289,2880,4
1595,1595,290,1298,7
1596,1596,291,152,5
1597,1597,291,3849,3
1598,1598,291,1512,7
1599,1599,291,1872,10
1600,1600,291,2623,6
1601,1601,291,3372,6
1602,1602,291,3023,8
1603,1603,292,737,1
1604,1604,292,1819,9
1605,1605,292,2341,2
1606,1606,292,3861,2
1607,1607,292,1883,9
1608,1608,293,1773,4
1609,1609,294,1616,9
1610,1610,294,2783,5
1611,1611,294,3091,4
1612,1612,294,537,6
1613,1613,294,1154,3
1614,1614,295,2378,8
1615,1615,296,2762,7
1616,1616,296,3905,6
1617,1617,296,3737,4
1618,1618,296,1537,3
1619,1619,296,1173,1
1620,1620,296,3929,1
1621,1621,297,2900,7
1622,1622,297,409,2
1623,1623,297,322,8
1624,1624,297,3567,9
1625,1625,297,3031,3
1626,1626,297,3833,10
1627,1627,297,3271,2
1628,1628,297,3098,8
1629,1629,297,825,2
1630,1630,298,886,6
1631,1631,298,2504,5
1632,1632,298,231,10
1633,1633,298,2693,2
1634,1634,298,985,9
1635,1635,298,1179,5
1636,1636,298,1302,4
1637,1637,298,132,9
1638,1638,299,3208,10
1639,1639,299,2094,8
1640,1640,299,562,8
1641,1641,299,3159,8
1642,1642,300,1529,5
1643,1643,300,2220,1
1644,1644,300,2920,9
1645,1645,300,1788,2
1646,1646,300,1657,10
1647,1647,300,3652,3
1648,1648,300,1917,10
1649,1649,300,478,6
1650,1650,300,1316,6
1651,1651,300,2335,5
1652,1652,301,2090,2
1653,1653,301,1777,1
1654,1654,301,3701,6
1655,1655,301,2917,7
1656,1656,301,717,8
1657,1657,301,3819,7
1658,1658,301,3310,2
1659,1659,301,746,3
1660,1660,301,1576,8
1661,1661,301,2957,4
1662,1662,302,2240,4
1663,1663,302,2285,4
1664,1664,302,326,8
1665,1665,302,431,2
1666,1666,302,1319,7
1667,1667,302,640,7
1668,1668,303,103,1
1669,1669,303,2012,3
1670,1670,303,387,6
1671,1671,303,2968,4
1672,1672,303,1253,10
1673,1673,303,706,4
1674,1674,304,1392,4
1675,1675,304,3970,6
1676,1676,304,2271,7
1677,1677,304,1230,8
1678,1678,304,1757,9
1679,1679,304,2513,4
1680,1680,304,2508,5
1681,1681,304,2890,6
1682,1682,304,673,2
1683,1683,305,1508,3
1684,1684,305,2824,5
1685,1685,306,302,2
1686,1686,306,734,5
1687,1687,306,2109,10
1688,1688,306,1908,5
1689,1689,306,3226,9
1690,1690,306,2389,9
1691,1691,307,2332,9
1692,1692,307,2755,9
1693,1693,308,884,1
1694,1694,308,57,5
1695,1695,308,628,2
1696,1696,308,3427,8
1697,1697,308,2889,3
1698,1698,309,1173,10
1699,1699,309,865,7
1700,1700,310,2983,5
1701,1701,311,2206,5
1702,1702,311,3297,9
1703,1703,311,3951,4
1704,1704,311,2861,3
1705,1705,311,3055,6
1706,1706,311,2479,2
1707,1707,311,3603,10
1708,1708,311,378,6
1709,1709,311,2035,8
1710,1710,311,1790,3
1711,1711,312,2559,3
1712,1712,312,2106,7
1713,1713,312,1819,9
1714,1714,313,554,3
1715,1715,313,3804,5
1716,1716,313,2291,8
1717,1717,313,3562,8
1718,1718,313,3874,2
1719,1719,313,3745,8
1720,1720,313,2500,9
1721,1721,313,86,6
1722,1722,313,2326,1
1723,1723,314,1763,6
1724,1724,314,1197,8
1725,1725,314,2408,1
1726,1726,314,2535,8
1727,1727,314,2290,5
1728,1728,314,2031,9
1729,1729,315,2533,3
1730,1730,316,3306,9
1731,1731,316,1119,5
1732,1732,316,2001,7
1733,1733,316,3856,1
1734,1734,316,3834,4
1735,1735,316,1309,3
1736,1736,316,3802,1
1737,1737,316,2170,3
1738,1738,316,1404,6
1739,1739,317,1083,6
1740,1740,317,717,3
1741,1741,317,3728,7
1742,1742,317,3899,7
1743,1743,317,819,2
1744,1744,317,3390,8
1745,1745,317,3458,8
1746,1746,317,1883,10
1747,1747,318,1961,6
1748,1748,318,1454,2
1749,1749,318,2929,6
1750,1750,318,1032,2
1751,1751,318,1268,4
1752,1752,318,168,8
1753,1753,319,3674,10
1754,1754,319,2294,7
1755,1755,319,3600,4
1756,1756,319,2671,6
1757,1757,319,3227,6
1758,1758,320,3962,3
1759,1759,321,2761,5
1760,1760,321,1420,10
1761,1761,321,1338,5
1762,1762,321,3683,7
1763,1763,321,1999,4
1764,1764,321,2935,4
1765,1765,321,3511,1
1766,1766,321,3920,4
1767,1767,322,419,10
1768,1768,323,1617,4
1769,1769,323,1610,9
1770,1770,323,2113,7
1771,1771,324,2570,2
1772,1772,324,871,3
1773,1773,324,3100,8
1774,1774,324,1344,1
1775,1775,324,965,10
1776,1776,324,1813,5
1777,1777,324,3409,9
1778,1778,324,2742,4
1779,1779,325,3095,10
1780,1780,325,1140,1
1781,1781,325,1409,7
1782,1782,325,1916,5
1783,1783,325,3797,6
1784,1784,325,2862,10
1785,1785,325,3355,2
1786,1786,325,2527,7
1787,1787,325,2377,10
1788,1788,326,1938,6
1789,1789,326,3827,2
1790,1790,326,1463,10
1791,1791,326,1535,7
1792,1792,326,122,1
1793,1793,326,3473,1
1794,1794,326,1768,4
1795,1795,326,1963,2
1796,1796,327,3723,3
1797,1797,327,3199,4
1798,1798,328,2900,9
1799,1799,328,1020,5
1800,1800,328,1854,5
1801,1801,328,2552,8
1802,1802,328,3451,6
1803,1803,328,3676,1
1804,1804,328,787,4
1805,1805,329,3141,5
1806,1806,329,3471,8
1807,1807,329,3968,4
1808,1808,329,1005,6
1809,1809,329,2598,6
1810,1810,329,1157,4
1811,1811,329,3481,9
1812,1812,329,1737,2
1813,1813,329,3401,4
1814,1814,329,138,8
1815,1815,330,2337,8
1816,1816,330,637,10
1817,1817,330,2414,6
1818,1818,330,3643,10
1819,1819,330,752,5
1820,1820,331,3376,4
1821,1821,331,2647,2
1822,1822,331,1596,1
1823,1823,331,3196,1
1824,1824,331,2425,10
1825,1825,331,3180,10
1826,1826,331,3741,6
1827,1827,331,1895,10
1828,1828,332,2020,1
1829,1829,332,1865,9
1830,1830,332,374,2
1831,1831,333,2633,6
1832,1832,333,2897,9
1833,1833,333,3122,4
1834,1834,333,1775,5
1835,1835,334,714,7
1836,1836,334,2510,4
1837,1837,334,1146,6
1838,1838,334,1390,7
1839,1839,334,1506,3
1840,1840,334,1406,6
1841,1841,334,3373,5
1842,1842,334,2292,2
1843,1843,334,3439,3
1844,1844,335,1404,6
1845,1845,335,2901,3
1846,1846,335,997,1
1847,1847,335,673,6
1848,1848,336,2536,9
1849,1849,336,983,10
1850,1850,336,1241,7
1851,1851,336,3641,1
1852,1852,336,3574,4
1853,1853,337,24,5
1854,1854,337,1896,3
1855,1855,338,1159,1
1856,1856,339,1471,9
1857,1857,339,556,6
1858,1858,339,3326,5
1859,1859,339,2479,7
1860,1860,339,2274,7
1861,1861,339,2094,7
1862,1862,339,3255,7
1863,1863,339,3547,10
1864,1864,339,1470,6
1865,1865,339,3389,9
1866,1866,340,1940,8
1867,1867,340,2869,5
1868,1868,340,1687,2
1869,1869,340,2502,6
1870,1870,340,391,4
1871,1871,340,883,9
1872,1872,340,861,7
1873,1873,340,2638,6
1874,1874,340,2602,2
1875,1875,341,3826,7
1876,1876,341,2885,8
1877,1877,341,3062,8
1878,1878,341,1634,6
1879,1879,341,2951,6
1880,1880,341,3556,9
1881,1881,341,2058,10
1882,1882,341,1784,4
1883,1883,341,1446,6
1884,1884,341,1295,2
1885,1885,342,2694,6
1886,1886,342,855,9
1887,1887,343,1694,7
1888,1888,343,2931,10
1889,1889,343,1080,5
1890,1890,343,2268,10
1891,1891,343,3031,1
1892,1892,343,1024,3
1893,1893,344,1490,3
1894,1894,344,1532,6
1895,1895,344,1377,9
1896,1896,345,524,5
1897,1897,345,2681,10
1898,1898,345,1207,9
1899,1899,345,2297,7
1900,1900,345,388,9
1901,1901,345,57,5
1902,1902,345,2350,7
1903,1903,345,2151,8
1904,1904,346,1852,10
1905,1905,346,3026,4
1906,1906,346,1158,6
1907,1907,346,2590,2
1908,1908,347,3421,6
1909,1909,347,3997,10
1910,1910,347,3327,1
1911,1911,347,2695,4
1912,1912,347,1255,5
1913,1913,348,603,4
1914,1914,348,826,2
1915,1915,348,1570,8
1916,1916,348,986,9
1917,1917,348,2302,4
1918,1918,348,2151,8
1919,1919,349,2959,3
1920,1920,349,2911,1
1921,1921,349,2011,1
1922,1922,349,3315,7
1923,1923,349,1578,2
1924,1924,349,1135,7
1925,1925,349,3572,9
1926,1926,349,1090,6
1927,1927,349,1845,3
1928,1928,349,1320,10
1929,1929,350,3145,4
1930,1930,350,908,2
1931,1931,350,4,10
1932,1932,350,3926,5
1933,1933,351,937,9
1934,1934,351,102,2
1935,1935,351,3997,5
1936,1936,351,50,10
1937,1937,351,3500,7
1938,1938,351,1869,7
1939,1939,352,2787,3
1940,1940,352,3210,3
1941,1941,352,2854,1
1942,1942,352,319,3
1943,1943,352,1880,1
1944,1944,352,1358,4
1945,1945,352,968,6
1946,1946,353,2269,10
1947,1947,353,2378,10
1948,1948,353,1997,9
1949,1949,353,3953,6
1950,1950,353,392,5
1951,1951,353,2970,1
1952,1952,353,3870,8
1953,1953,353,1700,2
1954,1954,353,900,8
1955,1955,353,3143,10
1956,1956,354,736,7
1957,1957,354,477,10
1958,1958,354,86,4
1959,1959,354,1495,7
1960,1960,354,1143,5
1961,1961,354,3891,7
1962,1962,354,2303,8
1963,1963,354,3807,9
1964,1964,355,2230,9
1965,1965,356,2976,2
1966,1966,357,1993,1
1967,1967,357,476,2
1968,1968,357,3740,10
1969,1969,357,3139,2
1970,1970,357,60,7
1971,1971,358,415,4
1972,1972,359,3443,6
1973,1973,359,1101,1
1974,1974,359,2939,9
1975,1975,359,40,4
1976,1976,359,135,5
1977,1977,359,813,1
1978,1978,359,1549,7
1979,1979,359,490,5
1980,1980,359,3383,7
1981,1981,359,2036,6
1982,1982,360,3107,7
1983,1983,361,3221,6
1984,1984,361,2383,3
1985,1985,361,784,6
1986,1986,361,1046,10
1987,1987,361,400,6
1988,1988,361,759,10
1989,1989,361,3300,5
1990,1990,361,2601,1
1991,1991,361,1424,9
1992,1992,361,1360,2
1993,1993,362,750,10
1994,1994,362,3608,2
1995,1995,362,867,7
1996,1996,362,1002,6
1997,1997,362,3312,6
1998,1998,362,1570,7
1999,1999,363,1538,8
2000,2000,363,2415,10
2001,2001,363,2000,6
2002,2002,363,1345,3
2003,2003,364,1454,2
2004,2004,364,1935,2
2005,2005,364,1742,8
2006,2006,364,1264,1
2007,2007,364,3154,4
2008,2008,364,2026,6
2009,2009,365,460,9
2010,2010,365,1576,8
2011,2011,365,1354,6
2012,2012,365,3339,8
2013,2013,365,2323,10
2014,2014,366,2312,1
2015,2015,367,1188,2
2016,2016,367,2045,7
2017,2017,367,744,5
2018,2018,367,938,10
2019,2019,367,600,6
2020,2020,367,1244,8
2021,2021,367,3780,3
2022,2022,367,683,3
2023,2023,368,3589,4
2024,2024,369,712,3
2025,2025,369,1645,10
2026,2026,369,1815,7
2027,2027,369,341,7
2028,2028,369,1418,9
2029,2029,369,542,1
2030,2030,370,2138,7
2031,2031,370,3421,7
2032,2032,370,3575,6
2033,2033,370,1298,4
2034,2034,370,2047,1
2035,2035,370,1915,5
2036,2036,370,2910,3
2037,2037,371,2931,6
2038,2038,371,307,4
2039,2039,371,1734,3
2040,2040,371,2820,10
2041,2041,371,2661,5
2042,2042,371,2340,10
2043,2043,372,2117,10
2044,2044,373,434,1
2045,2045,373,633,6
2046,2046,373,135,8
2047,2047,373,1753,4
2048,2048,373,2486,6
2049,2049,373,3524,9
2050,2050,373,3418,5
2051,2051,374,318,3
2052,2052,374,2348,8
2053,2053,374,1394,10
2054,2054,374,712,3
2055,2055,374,2546,5
2056,2056,374,204,7
2057,2057,374,3725,2
2058,2058,374,1643,6
2059,2059,374,779,7
2060,2060,375,2746,4
2061,2061,375,3475,2
2062,2062,375,3017,7
2063,2063,375,3480,4
2064,2064,375,756,2
2065,2065,375,1233,8
2066,2066,375,1541,4
2067,2067,375,3882,3
2068,2068,375,230,8
2069,2069,375,1691,10
2070,2070,376,1643,1
2071,2071,376,2174,6
2072,2072,376,1219,2
2073,2073,376,2178,4
2074,2074,376,314,6
2075,2075,376,1657,9
2076,2076,376,3535,8
2077,2077,376,2788,10
2078,2078,376,193,6
2079,2079,376,3786,9
2080,2080,377,2903,1
2081,2081,377,324,3
2082,2082,377,2987,2
2083,2083,378,551,10
2084,2084,378,3346,8
2085,2085,378,248,2
2086,2086,378,1055,3
2087,2087,378,1145,8
2088,2088,378,2774,2
2089,2089,378,3654,10
2090,2090,378,661,3
2091,2091,378,3936,8
2092,2092,378,1613,4
2093,2093,379,3264,9
2094,2094,380,3570,8
2095,2095,380,214,8
2096,2096,380,601,10
2097,2097,380,1592,2
2098,2098,381,2447,8
2099,2099,381,3959,7
2100,2100,381,2920,8
2101,2101,382,1396,9
2102,2102,382,1204,7
2103,2103,382,1572,7
2104,2104,382,888,5
2105,2105,382,2090,1
2106,2106,382,2674,6
2107,2107,382,1598,5
2108,2108,382,918,8
2109,2109,383,1106,7
2110,2110,383,2890,10
2111,2111,383,3527,6
2112,2112,383,1496,6
2113,2113,383,2725,5
2114,2114,383,2550,10
2115,2115,383,2136,7
2116,2116,383,3215,6
2117,2117,383,455,2
2118,2118,384,3620,7
2119,2119,384,2365,3
2120,2120,384,1367,9
2121,2121,384,299,7
2122,2122,384,2260,9
2123,2123,384,3763,10
2124,2124,384,160,8
2125,2125,384,600,6
2126,2126,384,1239,7
2127,2127,385,3686,5
2128,2128,385,3383,8
2129,2129,385,3026,5
2130,2130,385,3389,2
2131,2131,385,2958,8
2132,2132,385,336,4
2133,2133,386,2002,5
2134,2134,386,340,10
2135,2135,386,409,7
2136,2136,386,378,9
2137,2137,387,3932,4
2138,2138,387,215,5
2139,2139,387,949,10
2140,2140,387,2108,4
2141,2141,387,3929,9
2142,2142,387,32,6
2143,2143,387,2413,1
2144,2144,387,69,1
2145,2145,387,2326,5
2146,2146,388,2455,9
2147,2147,388,3183,10
2148,2148,388,981,5
2149,2149,388,245,5
2150,2150,389,1490,7
2151,2151,389,3990,10
2152,2152,389,1437,8
2153,2153,389,1221,1
2154,2154,389,4000,10
2155,2155,389,2966,6
2156,2156,389,1206,2
2157,2157,389,1250,10
2158,2158,389,1342,5
2159,2159,390,1493,7
2160,2160,390,1081,3
2161,2161,390,3097,3
2162,2162,390,717,6
2163,2163,391,3105,10
2164,2164,391,536,6
2165,2165,391,3685,3
2166,2166,391,2340,8
2167,2167,391,2007,3
2168,2168,391,1191,2
2169,2169,391,2351,8
2170,2170,391,2880,1
2171,2171,391,2376,6
2172,2172,392,1800,9
2173,2173,392,1853,8
2174,2174,392,2640,9
2175,2175,393,3761,1
2176,2176,393,3384,8
2177,2177,393,1341,7
2178,2178,393,113,9
2179,2179,393,1338,7
2180,2180,393,1786,10
2181,2181,394,795,8
2182,2182,394,3684,7
2183,2183,394,2206,7
2184,2184,395,17,5
2185,2185,396,1212,8
2186,2186,396,807,10
2187,2187,396,3001,4
2188,2188,396,3774,4
2189,2189,396,2431,4
2190,2190,396,2512,10
2191,2191,396,942,3
2192,2192,397,1861,9
2193,2193,397,1234,6
2194,2194,398,238,8
2195,2195,398,110,2
2196,2196,398,3744,9
2197,2197,398,1391,5
2198,2198,399,1441,8
2199,2199,400,2302,7
2200,2200,400,202,5
2201,2201,400,128,10
2202,2202,401,703,10
2203,2203,401,1165,6
2204,2204,401,118,3
2205,2205,402,459,9
2206,2206,402,1069,8
2207,2207,402,1219,9
2208,2208,402,3991,10
2209,2209,403,3692,10
2210,2210,403,1684,8
2211,2211,403,1469,8
2212,2212,403,2076,7
2213,2213,403,1401,4
2214,2214,403,1868,7
2215,2215,403,1995,6
2216,2216,403,2586,5
2217,2217,403,2669,1
2218,2218,404,1126,1
2219,2219,404,726,1
2220,2220,404,3106,9
2221,2221,404,223,9
2222,2222,404,1774,3
2223,2223,404,1814,5
2224,2224,404,2038,4
2225,2225,405,34,1
2226,2226,405,3033,7
2227,2227,405,286,3
2228,2228,405,2181,5
2229,2229,405,3160,1
2230,2230,405,2163,9
2231,2231,405,3680,3
2232,2232,405,1017,3
2233,2233,406,1,10
2234,2234,406,2030,9
2235,2235,406,405,10
2236,2236,406,3026,7
2237,2237,406,1282,9
2238,2238,406,2587,7
2239,2239,406,3678,2
2240,2240,406,378,7
2241,2241,407,726,10
2242,2242,407,2384,9
2243,2243,407,890,9
2244,2244,407,2332,4
2245,2245,407,3466,6
2246,2246,407,410,8
2247,2247,407,978,5
2248,2248,407,2239,10
2249,2249,407,2102,6
2250,2250,408,2294,4
2251,2251,408,1378,5
2252,2252,409,3971,4
2253,2253,409,1514,3
2254,2254,410,1568,9
2255,2255,410,3847,6
2256,2256,410,2331,8
2257,2257,410,1009,3
2258,2258,410,1310,2
2259,2259,410,842,7
2260,2260,410,2173,8
2261,2261,410,3934,6
2262,2262,411,1888,5
2263,2263,411,2397,3
2264,2264,411,1770,10
2265,2265,411,3364,9
2266,2266,411,3896,7
2267,2267,411,2394,4
2268,2268,411,968,5
2269,2269,411,2,10
2270,2270,411,2806,5
2271,2271,412,1819,6
2272,2272,412,948,8
2273,2273,412,850,8
2274,2274,412,2488,5
2275,2275,412,2593,10
2276,2276,412,1438,2
2277,2277,412,1106,1
2278,2278,412,3064,7
2279,2279,412,68,1
2280,2280,413,1578,8
2281,2281,413,1713,1
2282,2282,413,3255,3
2283,2283,413,2993,2
2284,2284,413,2795,5
2285,2285,413,98,7
2286,2286,413,1451,6
2287,2287,413,3142,4
2288,2288,413,927,5
2289,2289,413,3632,9
2290,2290,414,2029,10
2291,2291,414,2326,3
2292,2292,414,765,6
2293,2293,414,3317,5
2294,2294,415,1763,7
2295,2295,415,1600,2
2296,2296,415,2040,2
2297,2297,415,970,6
2298,2298,415,1453,9
2299,2299,415,1393,7
2300,2300,415,2030,4
2301,2301,416,1590,8
2302,2302,416,1573,3
2303,2303,416,2358,10
2304,2304,416,1941,5
2305,2305,416,317,4
2306,2306,416,66,6
2307,2307,417,1317,1
2308,2308,417,3426,2
2309,2309,417,2916,9
2310,2310,417,629,3
2311,2311,417,1061,10
2312,2312,417,113,3
2313,2313,417,3979,4
2314,2314,418,1021,3
2315,2315,418,1401,10
2316,2316,418,1657,7
2317,2317,418,1010,10
2318,2318,418,479,4
2319,2319,419,479,1
2320,2320,419,229,8
2321,2321,419,2041,1
2322,2322,419,1370,5
2323,2323,419,1802,4
2324,2324,419,2958,5
2325,2325,419,2855,1
2326,2326,420,2297,2
2327,2327,421,142,8
2328,2328,421,3988,10
2329,2329,421,3987,2
2330,2330,421,2816,8
2331,2331,422,2530,10
2332,2332,422,761,2
2333,2333,422,3930,3
2334,2334,422,3569,9
2335,2335,422,2105,1
2336,2336,422,1941,3
2337,2337,422,100,4
2338,2338,422,639,8
2339,2339,423,1292,4
2340,2340,423,698,1
2341,2341,423,628,7
2342,2342,423,2130,3
2343,2343,423,3107,4
2344,2344,423,26,1
2345,2345,424,238,10
2346,2346,424,1806,4
2347,2347,424,1776,5
2348,2348,424,3261,8
